Labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
happy,13209665.0,9199301.0,7682212.0,6306687.0,109948510.0,7457821.0,197454788.0,1335713601.0,524862490.0,740607773.0,2597672170.0,2600012505.0,2479447158.0,2581275416.0,1139332038.0,1131258699.0,2112331900.0,2583796069.0,2555471743.0,2560298976.0,2590252016.0,48068001.0,47475466.0,42158741.0,42784235.0,55347136.0,74731264.0,89710348.0,85971494.0,74157608.0,45872545.0,1928828887.0,1191778235.0,127393580.0,263848225.0,571498622.0,950983902.0,2250578078.0,2600599777.0,2600538813.0,2594330640.0,2599925900.0,1930901898.0,1914818646.0,2578709815.0,2531764545.0,2601000000.0,2596863433.0,2601000000.0,571498622.0,950983902.0,2250578078.0,2600599777.0,2600538813.0,2594330640.0,2599925900.0,85971494.0,74157608.0,45872545.0,1928828887.0,1191778235.0,127393580.0,263848225.0,48068001.0,47475466.0,42158741.0,42784235.0,55347136.0,74731264.0,89710348.0,1139332038.0,1131258699.0,2112331900.0,2583796069.0,2555471743.0,2560298976.0,2590252016.0,1335713601.0,524862490.0,740607773.0,2597672170.0,2600012505.0,2479447158.0,2581275416.0,666893.0,559503.0,499210.0,461967.0,1091500.0,449287.0,1471066.0,6778993.0,4099692.0,5061411.0,10191760.0,10197591.0,9896086.0,10151996.0,6173908.0,6211819.0,8939402.0,10153863.0,10074973.0,10087444.0,10170890.0,1269975.0,1262390.0,1187615.0,1190113.0,1345734.0,1560342.0,1710142.0,1706720.0,1592552.0,1252977.0,8435477.0,6402809.0,2072340.0,2960799.0,4418768.0,5680292.0,9318010.0,10198985.0,10198919.0,10183034.0,10197444.0,8447048.0,8404814.0,10137845.0,10005671.0,10200000.0,10189301.0,10200000.0,4418768.0,5680292.0,9318010.0,10198985.0,10198919.0,10183034.0,10197444.0,1706720.0,1592552.0,1252977.0,8435477.0,6402809.0,2072340.0,2960799.0,1269975.0,1262390.0,1187615.0,1190113.0,1345734.0,1560342.0,1710142.0,6173908.0,6211819.0,8939402.0,10153863.0,10074973.0,10087444.0,10170890.0,6778993.0,4099692.0,5061411.0,10191760.0,10197591.0,9896086.0,10151996.0
happy,10173843.0,7050200.0,5859833.0,4806155.0,83091755.0,5450624.0,164188776.0,1057955438.0,432937795.0,569950840.0,2545688761.0,2578244414.0,2324578369.0,2554437110.0,875306466.0,900070601.0,1860259237.0,2457669502.0,2337150338.0,2369358776.0,2485283269.0,36861123.0,36257273.0,32210081.0,32630406.0,41889877.0,56438108.0,67701780.0,66006683.0,56719445.0,37342725.0,1674738692.0,914176865.0,97024526.0,192358432.0,441865494.0,800197907.0,1974074391.0,2569938965.0,2586915613.0,2522705357.0,2586506833.0,1689732104.0,1673544043.0,2444436083.0,2243808679.0,2590882490.0,2512835159.0,2595088494.0,441865494.0,800197907.0,1974074391.0,2569938965.0,2586915613.0,2522705357.0,2586506833.0,66006683.0,56719445.0,37342725.0,1674738692.0,914176865.0,97024526.0,192358432.0,36861123.0,36257273.0,32210081.0,32630406.0,41889877.0,56438108.0,67701780.0,875306466.0,900070601.0,1860259237.0,2457669502.0,2337150338.0,2369358776.0,2485283269.0,1057955438.0,432937795.0,569950840.0,2545688761.0,2578244414.0,2324578369.0,2554437110.0,559501.0,468676.0,418439.0,386903.0,946477.0,373684.0,1326880.0,5753484.0,3610079.0,4255470.0,10048909.0,10138798.0,9454803.0,10079818.0,5175738.0,5293013.0,8004817.0,9764570.0,9411032.0,9497646.0,9851823.0,1063341.0,1055233.0,993135.0,994660.0,1119727.0,1295074.0,1418424.0,1430285.0,1334031.0,1085293.0,7507934.0,5378111.0,1766808.0,2497820.0,3714678.0,4991449.0,8331205.0,10115875.0,10162201.0,9979581.0,10161737.0,7510352.0,7466335.0,9704273.0,9119161.0,10168420.0,9939299.0,10181944.0,3714678.0,4991449.0,8331205.0,10115875.0,10162201.0,9979581.0,10161737.0,1430285.0,1334031.0,1085293.0,7507934.0,5378111.0,1766808.0,2497820.0,1063341.0,1055233.0,993135.0,994660.0,1119727.0,1295074.0,1418424.0,5175738.0,5293013.0,8004817.0,9764570.0,9411032.0,9497646.0,9851823.0,5753484.0,3610079.0,4255470.0,10048909.0,10138798.0,9454803.0,10079818.0
happy,13304330.0,9281155.0,7666137.0,6335388.0,96583554.0,7027837.0,180717731.0,1335798480.0,494796529.0,736465462.0,2596642624.0,2599614504.0,2481788114.0,2579720813.0,1146362218.0,1121844224.0,2047561521.0,2566949176.0,2499544291.0,2505453277.0,2579196391.0,48314051.0,47413734.0,41569792.0,41686665.0,53839416.0,73039090.0,87993839.0,86709990.0,74593601.0,44498415.0,1865257849.0,1197321483.0,124687794.0,256827065.0,574738600.0,918495830.0,2168268090.0,2600945726.0,2600797925.0,2592174044.0,2599981282.0,1872305420.0,1857077541.0,2553226088.0,2414100737.0,2601000000.0,2599449204.0,2601000000.0,574738600.0,918495830.0,2168268090.0,2600945726.0,2600797925.0,2592174044.0,2599981282.0,86709990.0,74593601.0,44498415.0,1865257849.0,1197321483.0,124687794.0,256827065.0,48314051.0,47413734.0,41569792.0,41686665.0,53839416.0,73039090.0,87993839.0,1146362218.0,1121844224.0,2047561521.0,2566949176.0,2499544291.0,2505453277.0,2579196391.0,1335798480.0,494796529.0,736465462.0,2596642624.0,2599614504.0,2481788114.0,2579720813.0,658216.0,552101.0,492083.0,455968.0,1036062.0,440185.0,1406579.0,6666026.0,3981643.0,4977518.0,10189674.0,10196648.0,9903350.0,10147489.0,6093298.0,6100194.0,8698041.0,10113228.0,9926119.0,9941923.0,10145055.0,1252715.0,1242518.0,1164130.0,1162877.0,1314736.0,1526344.0,1674403.0,1684590.0,1570281.0,1222035.0,8186411.0,6316781.0,2044632.0,2926747.0,4356004.0,5533580.0,9015070.0,10199874.0,10199557.0,10177238.0,10197654.0,8195116.0,8153433.0,10080638.0,9680693.0,10200000.0,10196196.0,10200000.0,4356004.0,5533580.0,9015070.0,10199874.0,10199557.0,10177238.0,10197654.0,1684590.0,1570281.0,1222035.0,8186411.0,6316781.0,2044632.0,2926747.0,1252715.0,1242518.0,1164130.0,1162877.0,1314736.0,1526344.0,1674403.0,6093298.0,6100194.0,8698041.0,10113228.0,9926119.0,9941923.0,10145055.0,6666026.0,3981643.0,4977518.0,10189674.0,10196648.0,9903350.0,10147489.0
happy,7943193.0,5506570.0,4616949.0,3778699.0,73864526.0,4418615.0,144387812.0,851039764.0,309395910.0,444528431.0,2568633940.0,2586072237.0,2305028405.0,2543849855.0,681461792.0,674849208.0,1787443869.0,2495844282.0,2277984305.0,2397211997.0,2523890078.0,28721703.0,28180399.0,24699768.0,24807181.0,32136679.0,43741562.0,52650710.0,51485968.0,44375045.0,26630030.0,1516775857.0,723699164.0,77090831.0,164733588.0,342023524.0,567832170.0,1852450523.0,2585378145.0,2592129645.0,2552156972.0,2590308957.0,1592932059.0,1572229131.0,2481145573.0,2143085899.0,2589274841.0,2557888192.0,2592900652.0,342023524.0,567832170.0,1852450523.0,2585378145.0,2592129645.0,2552156972.0,2590308957.0,51485968.0,44375045.0,26630030.0,1516775857.0,723699164.0,77090831.0,164733588.0,28721703.0,28180399.0,24699768.0,24807181.0,32136679.0,43741562.0,52650710.0,681461792.0,674849208.0,1787443869.0,2495844282.0,2277984305.0,2397211997.0,2523890078.0,851039764.0,309395910.0,444528431.0,2568633940.0,2586072237.0,2305028405.0,2543849855.0,495205.0,414678.0,371197.0,342395.0,896116.0,335741.0,1269240.0,5144438.0,3052710.0,3770229.0,10109172.0,10155933.0,9398163.0,10049015.0,4579884.0,4606460.0,7752143.0,9892154.0,9321453.0,9613043.0,9970396.0,942191.0,934719.0,876502.0,875601.0,991497.0,1153796.0,1265672.0,1265430.0,1181125.0,922918.0,7055673.0,4775218.0,1575277.0,2297180.0,3275056.0,4226238.0,7979561.0,10152449.0,10171903.0,10063312.0,10168589.0,7183547.0,7129475.0,9842669.0,8913435.0,10161147.0,10067392.0,10172334.0,3275056.0,4226238.0,7979561.0,10152449.0,10171903.0,10063312.0,10168589.0,1265430.0,1181125.0,922918.0,7055673.0,4775218.0,1575277.0,2297180.0,942191.0,934719.0,876502.0,875601.0,991497.0,1153796.0,1265672.0,4579884.0,4606460.0,7752143.0,9892154.0,9321453.0,9613043.0,9970396.0,5144438.0,3052710.0,3770229.0,10109172.0,10155933.0,9398163.0,10049015.0
happy,12734666.0,8863412.0,7290010.0,6047638.0,79694470.0,6515432.0,153873536.0,1298350452.0,474300329.0,696916415.0,2572201353.0,2588649515.0,2295861020.0,2563105738.0,1095368918.0,1080361082.0,1835687353.0,2484548682.0,2280816805.0,2344577242.0,2528782201.0,46131902.0,45173376.0,39321704.0,39152855.0,50399204.0,68547920.0,82710983.0,82838152.0,71184696.0,43140300.0,1765461920.0,1147998840.0,115015551.0,232790405.0,550401682.0,901364072.0,1911544609.0,2598009216.0,2597500889.0,2560333624.0,2592391612.0,1739464283.0,1730885005.0,2470661680.0,2109883027.0,2601000000.0,2584063394.0,2601000000.0,550401682.0,901364072.0,1911544609.0,2598009216.0,2597500889.0,2560333624.0,2592391612.0,82838152.0,71184696.0,43140300.0,1765461920.0,1147998840.0,115015551.0,232790405.0,46131902.0,45173376.0,39321704.0,39152855.0,50399204.0,68547920.0,82710983.0,1095368918.0,1080361082.0,1835687353.0,2484548682.0,2280816805.0,2344577242.0,2528782201.0,1298350452.0,474300329.0,696916415.0,2572201353.0,2588649515.0,2295861020.0,2563105738.0,616928.0,517284.0,461044.0,426834.0,938882.0,409646.0,1288356.0,6280406.0,3805639.0,4641851.0,10128215.0,10169025.0,9375992.0,10103220.0,5707984.0,5755516.0,7835103.0,9889528.0,9325459.0,9494518.0,10009365.0,1172508.0,1162180.0,1087002.0,1084303.0,1223512.0,1420668.0,1558711.0,1577508.0,1469578.0,1163970.0,7613346.0,5917188.0,1904625.0,2703815.0,4085550.0,5311716.0,8083723.0,10192312.0,10191365.0,10094280.0,10179460.0,7518787.0,7492749.0,9846460.0,8813373.0,10200000.0,10159210.0,10200000.0,4085550.0,5311716.0,8083723.0,10192312.0,10191365.0,10094280.0,10179460.0,1577508.0,1469578.0,1163970.0,7613346.0,5917188.0,1904625.0,2703815.0,1172508.0,1162180.0,1087002.0,1084303.0,1223512.0,1420668.0,1558711.0,5707984.0,5755516.0,7835103.0,9889528.0,9325459.0,9494518.0,10009365.0,6280406.0,3805639.0,4641851.0,10128215.0,10169025.0,9375992.0,10103220.0
happy,4370798.0,2954952.0,2604672.0,2002852.0,73698143.0,2824864.0,158013413.0,461003249.0,318879774.0,261440248.0,2496516954.0,2551389004.0,2170597471.0,2530253642.0,379053796.0,441993553.0,1248229870.0,2288007232.0,2072050710.0,2095960496.0,2360516870.0,16118701.0,16639633.0,16114300.0,17487650.0,22538111.0,29526552.0,34628288.0,28017633.0,24670216.0,21726336.0,956272463.0,379052430.0,57597531.0,115336660.0,191205641.0,494624301.0,1269451344.0,2558620791.0,2575787550.0,2449702014.0,2567953355.0,938926333.0,916477478.0,2208306870.0,1789189102.0,2571194532.0,2469867710.0,2581429895.0,191205641.0,494624301.0,1269451344.0,2558620791.0,2575787550.0,2449702014.0,2567953355.0,28017633.0,24670216.0,21726336.0,956272463.0,379052430.0,57597531.0,115336660.0,16118701.0,16639633.0,16114300.0,17487650.0,22538111.0,29526552.0,34628288.0,379053796.0,441993553.0,1248229870.0,2288007232.0,2072050710.0,2095960496.0,2360516870.0,461003249.0,318879774.0,261440248.0,2496516954.0,2551389004.0,2170597471.0,2530253642.0,332570.0,278076.0,251834.0,230038.0,862563.0,240174.0,1272739.0,3451029.0,2898114.0,2714876.0,9913774.0,10060930.0,9012891.0,10005068.0,3079894.0,3438507.0,6060456.0,9287380.0,8604154.0,8686598.0,9500546.0,639493.0,656115.0,652124.0,680442.0,766635.0,870142.0,938968.0,849779.0,814392.0,781188.0,5294557.0,3236192.0,1302371.0,1858256.0,2247103.0,3697731.0,6194618.0,10076399.0,10125724.0,9784716.0,10109109.0,5037243.0,4976778.0,9035550.0,7731488.0,10102864.0,9802822.0,10135211.0,2247103.0,3697731.0,6194618.0,10076399.0,10125724.0,9784716.0,10109109.0,849779.0,814392.0,781188.0,5294557.0,3236192.0,1302371.0,1858256.0,639493.0,656115.0,652124.0,680442.0,766635.0,870142.0,938968.0,3079894.0,3438507.0,6060456.0,9287380.0,8604154.0,8686598.0,9500546.0,3451029.0,2898114.0,2714876.0,9913774.0,10060930.0,9012891.0,10005068.0
happy,9087736.0,6309712.0,5198609.0,4312959.0,60642048.0,4637949.0,122861868.0,972450310.0,318375962.0,493523316.0,2357643306.0,2449976813.0,2135191398.0,2441920894.0,779413428.0,753223966.0,1733808016.0,2175058037.0,2050141812.0,2075907220.0,2201685372.0,32794296.0,31991286.0,27612997.0,27269849.0,35200214.0,48113834.0,58146276.0,59002875.0,50745264.0,29012026.0,1589634439.0,825359751.0,79422640.0,162721732.0,390425601.0,610443307.0,1785353318.0,2398332749.0,2474531852.0,2288529239.0,2484814943.0,1617256037.0,1605037770.0,2122607101.0,1938505239.0,2423374074.0,2242645605.0,2462589735.0,390425601.0,610443307.0,1785353318.0,2398332749.0,2474531852.0,2288529239.0,2484814943.0,59002875.0,50745264.0,29012026.0,1589634439.0,825359751.0,79422640.0,162721732.0,32794296.0,31991286.0,27612997.0,27269849.0,35200214.0,48113834.0,58146276.0,779413428.0,753223966.0,1733808016.0,2175058037.0,2050141812.0,2075907220.0,2201685372.0,972450310.0,318375962.0,493523316.0,2357643306.0,2449976813.0,2135191398.0,2441920894.0,505280.0,422830.0,378541.0,349439.0,798406.0,337741.0,1121522.0,5246722.0,3024940.0,3792970.0,9430420.0,9699525.0,8793258.0,9683730.0,4675794.0,4662086.0,7277626.0,8747781.0,8338512.0,8406334.0,8852952.0,960356.0,951498.0,887245.0,881415.0,996450.0,1159948.0,1273556.0,1291613.0,1205634.0,930246.0,6936609.0,4874167.0,1549496.0,2227130.0,3338219.0,4240347.0,7423326.0,9549983.0,9773276.0,9228357.0,9814651.0,6906653.0,6875568.0,8523199.0,7925243.0,9592260.0,8964035.0,9722923.0,3338219.0,4240347.0,7423326.0,9549983.0,9773276.0,9228357.0,9814651.0,1291613.0,1205634.0,930246.0,6936609.0,4874167.0,1549496.0,2227130.0,960356.0,951498.0,887245.0,881415.0,996450.0,1159948.0,1273556.0,4675794.0,4662086.0,7277626.0,8747781.0,8338512.0,8406334.0,8852952.0,5246722.0,3024940.0,3792970.0,9430420.0,9699525.0,8793258.0,9683730.0
happy,12755228.0,8882038.0,7350014.0,6057391.0,94983962.0,6816867.0,182107664.0,1279505875.0,517498068.0,707629135.0,2474370643.0,2505724827.0,2344805779.0,2497229199.0,1100530445.0,1098578866.0,1935110764.0,2390592724.0,2328741906.0,2333320954.0,2405068032.0,46423971.0,45792208.0,40528839.0,40951574.0,52824213.0,71377538.0,85814179.0,83075758.0,71587333.0,45009640.0,1808256416.0,1145205250.0,123261785.0,254727329.0,552523684.0,938926121.0,2012780153.0,2492813130.0,2512095856.0,2448501252.0,2514729707.0,1778851970.0,1766525319.0,2357564074.0,2256772844.0,2494762560.0,2429202418.0,2506035635.0,552523684.0,938926121.0,2012780153.0,2492813130.0,2512095856.0,2448501252.0,2514729707.0,83075758.0,71587333.0,45009640.0,1808256416.0,1145205250.0,123261785.0,254727329.0,46423971.0,45792208.0,40528839.0,40951574.0,52824213.0,71377538.0,85814179.0,1100530445.0,1098578866.0,1935110764.0,2390592724.0,2328741906.0,2333320954.0,2405068032.0,1279505875.0,517498068.0,707629135.0,2474370643.0,2505724827.0,2344805779.0,2497229199.0,623074.0,522678.0,466532.0,431685.0,1015280.0,419307.0,1391456.0,6309325.0,3990206.0,4740651.0,9763109.0,9851887.0,9419503.0,9834157.0,5770833.0,5865960.0,8164034.0,9479248.0,9277478.0,9291278.0,9531176.0,1187561.0,1183168.0,1117101.0,1122674.0,1268093.0,1467462.0,1606857.0,1594976.0,1491387.0,1202898.0,7830284.0,5989934.0,1986949.0,2841721.0,4136958.0,5480307.0,8386149.0,9813016.0,9870868.0,9689010.0,9883839.0,7699516.0,7667403.0,9352568.0,9033546.0,9808076.0,9597380.0,9846683.0,4136958.0,5480307.0,8386149.0,9813016.0,9870868.0,9689010.0,9883839.0,1594976.0,1491387.0,1202898.0,7830284.0,5989934.0,1986949.0,2841721.0,1187561.0,1183168.0,1117101.0,1122674.0,1268093.0,1467462.0,1606857.0,5770833.0,5865960.0,8164034.0,9479248.0,9277478.0,9291278.0,9531176.0,6309325.0,3990206.0,4740651.0,9763109.0,9851887.0,9419503.0,9834157.0
happy,12889965.0,8940311.0,7487712.0,6103746.0,108482940.0,7146558.0,194630765.0,1317390753.0,526064013.0,720843350.0,2586939845.0,2594461172.0,2422770233.0,2568134147.0,1109443614.0,1109199873.0,2045836832.0,2546371722.0,2450658057.0,2479540239.0,2564571215.0,46819632.0,46352971.0,41274898.0,42049442.0,54412169.0,73464023.0,88019856.0,83605576.0,72238556.0,45729508.0,1897597387.0,1156181826.0,124600672.0,252752189.0,556475020.0,942555065.0,2153858861.0,2595970161.0,2597660980.0,2576920748.0,2596110518.0,1871463764.0,1858400114.0,2539299910.0,2386696287.0,2598465753.0,2582677925.0,2599756473.0,556475020.0,942555065.0,2153858861.0,2595970161.0,2597660980.0,2576920748.0,2596110518.0,83605576.0,72238556.0,45729508.0,1897597387.0,1156181826.0,124600672.0,252752189.0,46819632.0,46352971.0,41274898.0,42049442.0,54412169.0,73464023.0,88019856.0,1109443614.0,1109199873.0,2045836832.0,2546371722.0,2450658057.0,2479540239.0,2564571215.0,1317390753.0,526064013.0,720843350.0,2586939845.0,2594461172.0,2422770233.0,2568134147.0,647349.0,542865.0,485026.0,447820.0,1074404.0,436888.0,1451869.0,6608289.0,4055083.0,4925434.0,10163103.0,10183058.0,9727771.0,10117301.0,5987764.0,6055685.0,8626548.0,10048042.0,9785183.0,9861205.0,10096219.0,1232506.0,1227869.0,1158372.0,1164710.0,1318263.0,1527705.0,1671614.0,1655268.0,1548374.0,1233914.0,8231793.0,6215044.0,2033572.0,2891871.0,4290700.0,5584949.0,8948815.0,10186141.0,10191120.0,10135104.0,10187792.0,8143550.0,8109510.0,10024754.0,9595063.0,10192641.0,10146615.0,10196283.0,4290700.0,5584949.0,8948815.0,10186141.0,10191120.0,10135104.0,10187792.0,1655268.0,1548374.0,1233914.0,8231793.0,6215044.0,2033572.0,2891871.0,1232506.0,1227869.0,1158372.0,1164710.0,1318263.0,1527705.0,1671614.0,5987764.0,6055685.0,8626548.0,10048042.0,9785183.0,9861205.0,10096219.0,6608289.0,4055083.0,4925434.0,10163103.0,10183058.0,9727771.0,10117301.0
happy,9712214.0,6670130.0,5736663.0,4579613.0,116477745.0,6039062.0,204016505.0,1014940187.0,491426425.0,573904556.0,2575293499.0,2588741021.0,2312529303.0,2548667058.0,837240199.0,892667911.0,1901667394.0,2490491291.0,2310316767.0,2377850034.0,2543672539.0,35371893.0,35535260.0,32786592.0,34489781.0,44656064.0,59485826.0,70548799.0,62640958.0,54355510.0,39526653.0,1687757724.0,872308277.0,110270494.0,234051181.0,422182196.0,833541576.0,2027143362.0,2598121784.0,2598581492.0,2567125193.0,2590962886.0,1695598770.0,1674313770.0,2476719841.0,2199580683.0,2601000000.0,2587319876.0,2601000000.0,422182196.0,833541576.0,2027143362.0,2598121784.0,2598581492.0,2567125193.0,2590962886.0,62640958.0,54355510.0,39526653.0,1687757724.0,872308277.0,110270494.0,234051181.0,35371893.0,35535260.0,32786592.0,34489781.0,44656064.0,59485826.0,70548799.0,837240199.0,892667911.0,1901667394.0,2490491291.0,2310316767.0,2377850034.0,2543672539.0,1014940187.0,491426425.0,573904556.0,2575293499.0,2588741021.0,2312529303.0,2548667058.0,548958.0,459290.0,411415.0,379433.0,1075805.0,377040.0,1470817.0,5661003.0,3784815.0,4281984.0,10136431.0,10169901.0,9407931.0,10065442.0,5077555.0,5282493.0,8090324.0,9912135.0,9401955.0,9596708.0,10047959.0,1046067.0,1048318.0,1002374.0,1019591.0,1152388.0,1327284.0,1446399.0,1401976.0,1316266.0,1113097.0,7582528.0,5292377.0,1843570.0,2653457.0,3656134.0,5092746.0,8453278.0,10192628.0,10194356.0,10113605.0,10176078.0,7533408.0,7482928.0,9877661.0,9041489.0,10200000.0,10165242.0,10200000.0,3656134.0,5092746.0,8453278.0,10192628.0,10194356.0,10113605.0,10176078.0,1401976.0,1316266.0,1113097.0,7582528.0,5292377.0,1843570.0,2653457.0,1046067.0,1048318.0,1002374.0,1019591.0,1152388.0,1327284.0,1446399.0,5077555.0,5282493.0,8090324.0,9912135.0,9401955.0,9596708.0,10047959.0,5661003.0,3784815.0,4281984.0,10136431.0,10169901.0,9407931.0,10065442.0
happy,16305829.0,11409583.0,9445356.0,7824606.0,124716882.0,9095963.0,219661771.0,1611506350.0,611923553.0,917135084.0,2600280942.0,2600745129.0,2525021571.0,2589672685.0,1409542579.0,1379589538.0,2239723583.0,2592283776.0,2549354782.0,2560412071.0,2595438046.0,59490262.0,58549427.0,51771138.0,52355656.0,67752070.0,91553141.0,110152223.0,106515876.0,91829681.0,54974738.0,2109744644.0,1465620147.0,152987172.0,313469755.0,706596139.0,1122456346.0,2318813659.0,2600860706.0,2601000000.0,2600100400.0,2600914333.0,2135629125.0,2122584293.0,2597024304.0,2495656830.0,2601000000.0,2601000000.0,2601000000.0,706596139.0,1122456346.0,2318813659.0,2600860706.0,2601000000.0,2600100400.0,2600914333.0,106515876.0,91829681.0,54974738.0,2109744644.0,1465620147.0,152987172.0,313469755.0,59490262.0,58549427.0,51771138.0,52355656.0,67752070.0,91553141.0,110152223.0,1409542579.0,1379589538.0,2239723583.0,2592283776.0,2549354782.0,2560412071.0,2595438046.0,1611506350.0,611923553.0,917135084.0,2600280942.0,2600745129.0,2525021571.0,2589672685.0,749911.0,630075.0,560718.0,520274.0,1191910.0,503607.0,1584409.0,7533718.0,4507679.0,5679330.0,10198326.0,10199415.0,10007023.0,10172579.0,6951051.0,6942362.0,9209201.0,10178288.0,10069646.0,10096155.0,10185282.0,1429776.0,1418575.0,1332644.0,1335168.0,1511138.0,1752013.0,1921157.0,1921726.0,1791967.0,1389460.0,8891146.0,7173065.0,2293178.0,3267055.0,4968915.0,6258062.0,9445001.0,10199662.0,10200000.0,10197746.0,10199817.0,8921497.0,8890573.0,10190470.0,9941058.0,10200000.0,10200000.0,10200000.0,4968915.0,6258062.0,9445001.0,10199662.0,10200000.0,10197746.0,10199817.0,1921726.0,1791967.0,1389460.0,8891146.0,7173065.0,2293178.0,3267055.0,1429776.0,1418575.0,1332644.0,1335168.0,1511138.0,1752013.0,1921157.0,6951051.0,6942362.0,9209201.0,10178288.0,10069646.0,10096155.0,10185282.0,7533718.0,4507679.0,5679330.0,10198326.0,10199415.0,10007023.0,10172579.0
happy,9687278.0,6652346.0,5717928.0,4560701.0,116590967.0,6012835.0,207177421.0,1011769063.0,489402414.0,571708993.0,2577307842.0,2589289919.0,2299581434.0,2545055713.0,834716798.0,892080672.0,1894627393.0,2489557631.0,2306304207.0,2377360865.0,2542868554.0,35256993.0,35423921.0,32671048.0,34358986.0,44471374.0,59251245.0,70289473.0,62463460.0,54191665.0,39338844.0,1683223743.0,868230519.0,107730123.0,224704490.0,420941122.0,831486348.0,2019579546.0,2597858622.0,2596618047.0,2563883148.0,2589382253.0,1690957005.0,1669885764.0,2477002035.0,2193362330.0,2600947909.0,2586667562.0,2601000000.0,420941122.0,831486348.0,2019579546.0,2597858622.0,2596618047.0,2563883148.0,2589382253.0,62463460.0,54191665.0,39338844.0,1683223743.0,868230519.0,107730123.0,224704490.0,35256993.0,35423921.0,32671048.0,34358986.0,44471374.0,59251245.0,70289473.0,834716798.0,892080672.0,1894627393.0,2489557631.0,2306304207.0,2377360865.0,2542868554.0,1011769063.0,489402414.0,571708993.0,2577307842.0,2589289919.0,2299581434.0,2545055713.0,547572.0,458174.0,410338.0,378303.0,1077997.0,376119.0,1480733.0,5645787.0,3770700.0,4269119.0,10141032.0,10170813.0,9371146.0,10055165.0,5063920.0,5273078.0,8067091.0,9909047.0,9390769.0,9593959.0,10044454.0,1043087.0,1045527.0,999738.0,1017288.0,1149890.0,1324357.0,1443253.0,1398324.0,1312781.0,1109220.0,7563753.0,5276509.0,1829083.0,2618326.0,3646484.0,5078380.0,8429080.0,10192024.0,10189113.0,10104400.0,10171641.0,7514863.0,7464776.0,9876503.0,9025974.0,10199891.0,10162844.0,10200000.0,3646484.0,5078380.0,8429080.0,10192024.0,10189113.0,10104400.0,10171641.0,1398324.0,1312781.0,1109220.0,7563753.0,5276509.0,1829083.0,2618326.0,1043087.0,1045527.0,999738.0,1017288.0,1149890.0,1324357.0,1443253.0,5063920.0,5273078.0,8067091.0,9909047.0,9390769.0,9593959.0,10044454.0,5645787.0,3770700.0,4269119.0,10141032.0,10170813.0,9371146.0,10055165.0
happy,13701314.0,9502376.0,7853657.0,6492139.0,94098356.0,7140040.0,176004128.0,1397348119.0,496438542.0,747237621.0,2599252191.0,2600200729.0,2512924764.0,2578395669.0,1176537417.0,1143704400.0,2209265392.0,2592647622.0,2574448742.0,2576439731.0,2594676890.0,49565546.0,48644233.0,42503776.0,42372872.0,54657001.0,74358239.0,89603710.0,88894344.0,76564825.0,45508128.0,2016254435.0,1233581563.0,124922178.0,257003567.0,588730966.0,925932050.0,2338318641.0,2600883134.0,2600809423.0,2598799834.0,2600767263.0,2030626793.0,2014608881.0,2591933944.0,2562876548.0,2601000000.0,2599493583.0,2601000000.0,588730966.0,925932050.0,2338318641.0,2600883134.0,2600809423.0,2598799834.0,2600767263.0,88894344.0,76564825.0,45508128.0,2016254435.0,1233581563.0,124922178.0,257003567.0,49565546.0,48644233.0,42503776.0,42372872.0,54657001.0,74358239.0,89603710.0,1176537417.0,1143704400.0,2209265392.0,2592647622.0,2574448742.0,2576439731.0,2594676890.0,1397348119.0,496438542.0,747237621.0,2599252191.0,2600200729.0,2512924764.0,2578395669.0,689448.0,577206.0,515063.0,476749.0,1035336.0,457040.0,1408558.0,7026217.0,4048472.0,5162907.0,10195611.0,10198017.0,9989448.0,10144801.0,6374423.0,6332456.0,9222882.0,10177320.0,10128194.0,10133073.0,10182862.0,1309970.0,1298471.0,1212672.0,1206672.0,1365031.0,1589547.0,1745182.0,1761472.0,1641983.0,1261168.0,8710175.0,6614301.0,2091650.0,2985295.0,4548804.0,5669638.0,9565673.0,10199712.0,10199545.0,10194362.0,10199395.0,8748847.0,8707649.0,10174792.0,10097404.0,10200000.0,10196167.0,10200000.0,4548804.0,5669638.0,9565673.0,10199712.0,10199545.0,10194362.0,10199395.0,1761472.0,1641983.0,1261168.0,8710175.0,6614301.0,2091650.0,2985295.0,1309970.0,1298471.0,1212672.0,1206672.0,1365031.0,1589547.0,1745182.0,6374423.0,6332456.0,9222882.0,10177320.0,10128194.0,10133073.0,10182862.0,7026217.0,4048472.0,5162907.0,10195611.0,10198017.0,9989448.0,10144801.0
